,nitidez_borde,nitidez_interior,archivo
78,10.728952,8.007792,salmones/labels/train/labeled-63_png.rf.c911fbfec0d9854226ea53abee966193.txt
79,8.485655,4.711145,salmones/labels/train/labeled-63_png.rf.c911fbfec0d9854226ea53abee966193.txt
80,9.3772,7.5569887,salmones/labels/train/labeled-63_png.rf.c911fbfec0d9854226ea53abee966193.txt
81,4.3537936,5.210111,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
82,4.552453,3.595626,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
83,4.9450865,4.3629475,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
84,5.854828,4.4199224,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
85,9.098099,8.729095,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
86,14.510772,11.314347,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
87,11.435178,9.382902,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
88,11.62352,9.646905,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
89,8.62164,7.015134,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
90,8.4065,5.4441466,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
91,11.604557,13.366243,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
92,9.302678,10.342961,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
93,8.474444,11.146585,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
94,7.1679654,4.3551874,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
95,7.718068,5.8732185,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
96,6.889971,5.1979437,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
97,9.378603,7.7694755,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
98,8.868369,9.516135,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
99,9.850582,12.223294,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
100,9.704829,9.331378,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
101,13.529139,8.627482,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
102,8.641931,4.581984,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
103,6.2343216,6.919393,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
104,5.91571,3.9755065,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
105,9.237656,8.69147,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
106,4.207754,2.9708905,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
107,3.9604843,2.6023257,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
108,6.9839096,5.15798,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
109,5.661522,4.9191885,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
110,8.867472,11.071689,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
111,6.628167,5.708723,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
112,8.443618,13.1280155,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
113,6.049538,4.015985,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
114,3.8573625,2.6627517,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
115,2.272232,1.8956211,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
116,4.286963,5.143732,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
117,5.22421,4.8885064,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
118,4.221952,2.4880087,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
119,3.7849252,3.2360332,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
120,4.6720114,3.473931,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
121,4.4007263,3.3404372,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
122,4.627142,2.3629189,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
123,3.875116,2.6079335,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
124,4.2913074,2.2870624,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
125,3.3473964,2.4212744,salmones/labels/train/labeled-65_png.rf.702350f0548ecaf38c72a3ad5091efad.txt
126,6.2698183,4.826196,salmones/labels/train/Oct4_88_png.rf.64c925546dd3cee41b6aeb8c566e631e.txt
127,5.294572,10.762405,salmones/labels/train/Oct4_88_png.rf.64c925546dd3cee41b6aeb8c566e631e.txt
128,3.729654,2.754667,salmones/labels/train/Oct4_88_png.rf.64c925546dd3cee41b6aeb8c566e631e.txt
129,3.4974039,1.899728,salmones/labels/train/Oct4_88_png.rf.64c925546dd3cee41b6aeb8c566e631e.txt
130,3.7886193,3.3625371,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
131,3.937903,3.3678777,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
132,3.2371511,3.7718613,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
133,3.4720101,2.612611,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
134,3.7260156,2.6934144,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
135,6.9906,4.212631,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
136,3.7017093,2.8957431,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
137,5.7306027,3.9877682,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
138,5.376937,3.5712976,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
139,3.411287,2.076565,salmones/labels/train/124_png_jpg.rf.7ceeb08505077a6b8035642d1c2a11e6.txt
140,2.388843,2.6865616,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
141,2.6305237,2.34851,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
142,4.4557595,3.1973333,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
143,3.5713656,2.8770883,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
144,3.6047711,2.4421973,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
145,4.970224,3.3978488,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
146,3.3748643,3.3649437,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
147,3.5982418,3.2066107,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
148,3.312303,2.735498,salmones/labels/train/1928_png_jpg.rf.fd18c6f4cd458225e7dbb24439d49494.txt
149,13.057544,5.693227,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
150,21.251999,9.0511265,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
151,12.068927,6.83737,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
152,24.154314,10.815829,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
153,18.955614,7.723475,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
154,7.5130525,3.1335354,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
155,14.891841,5.954025,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
156,10.471577,6.569035,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
157,13.610521,5.0821757,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
158,8.89546,4.816681,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
159,11.994429,5.380275,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
160,15.100319,6.540408,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
161,19.747679,10.157781,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
162,11.4933,7.3801436,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
163,16.417215,7.3913317,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
164,7.3400655,5.740058,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
165,18.238007,7.4085193,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
166,16.028767,6.4481997,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
167,17.874872,10.738088,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
168,10.90622,7.1132784,salmones/labels/train/Oct15_86_png.rf.68d4304ea338767115372708f71f0728.txt
169,3.9979343,3.3005435,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
170,4.2637415,3.4575608,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
171,4.188106,3.6522076,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
172,3.8005652,3.8479292,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
173,3.0963588,2.8864975,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
174,5.4845786,3.6685665,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
175,2.5292096,3.703289,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
176,3.3030179,2.5945344,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
177,3.1530693,3.5703871,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
178,2.8941512,2.8923917,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
179,2.9690194,3.206601,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
180,2.938651,2.5028017,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
181,4.3333044,2.4994638,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
182,4.030268,2.6232796,salmones/labels/train/423_png_jpg.rf.2386506bfd137f1e0487d92f39abf60b.txt
183,1.8301895,1.5755213,salmones/labels/train/Oct20_46_png.rf.f405b20fac3b7372f3c460a475a3795d.txt
184,4.160155,2.3807569,salmones/labels/train/Oct20_46_png.rf.f405b20fac3b7372f3c460a475a3795d.txt
185,3.443248,1.9843962,salmones/labels/train/Oct20_46_png.rf.f405b20fac3b7372f3c460a475a3795d.txt
186,1.851608,1.9138267,salmones/labels/train/Oct20_46_png.rf.f405b20fac3b7372f3c460a475a3795d.txt
187,10.731434,4.937132,salmones/labels/train/Oct20_46_png.rf.f405b20fac3b7372f3c460a475a3795d.txt
188,2.9105093,6.268587,salmones/labels/train/98_png.rf.40f937bf6a38c163921a8205b4c66cd5.txt
189,10.727419,5.835916,salmones/labels/train/98_png.rf.40f937bf6a38c163921a8205b4c66cd5.txt
190,8.977222,7.9987636,salmones/labels/train/98_png.rf.40f937bf6a38c163921a8205b4c66cd5.txt
191,4.1412077,7.730915,salmones/labels/train/98_png.rf.40f937bf6a38c163921a8205b4c66cd5.txt
192,4.623609,4.670273,salmones/labels/train/98_png.rf.40f937bf6a38c163921a8205b4c66cd5.txt
193,4.8751903,7.123627,salmones/labels/train/98_png.rf.40f937bf6a38c163921a8205b4c66cd5.txt
194,2.5505884,2.2384088,salmones/labels/train/98_png.rf.40f937bf6a38c163921a8205b4c66cd5.txt
195,5.717409,3.01977,salmones/labels/train/Sep25_21_png.rf.c4b78492ce55189d9da39a25321bdfc1.txt
196,10.324137,6.9145317,salmones/labels/train/Oct6_60_png.rf.6807823fbc5065b0b2db99a24fc54db0.txt
197,8.306568,3.49707,salmones/labels/train/Oct6_60_png.rf.6807823fbc5065b0b2db99a24fc54db0.txt
198,4.809477,2.3014226,salmones/labels/train/Oct6_60_png.rf.6807823fbc5065b0b2db99a24fc54db0.txt
199,3.810877,2.1071465,salmones/labels/train/Oct6_60_png.rf.6807823fbc5065b0b2db99a24fc54db0.txt
200,8.258716,2.6528332,salmones/labels/train/Oct6_60_png.rf.6807823fbc5065b0b2db99a24fc54db0.txt
201,7.325509,2.8708942,salmones/labels/train/Oct6_60_png.rf.6807823fbc5065b0b2db99a24fc54db0.txt
202,4.059371,2.9464414,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
203,6.2420807,3.6419046,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
204,2.7947536,2.4126544,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
205,2.1872034,2.2408504,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
206,2.6287262,2.359632,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
207,4.617312,3.3181722,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
208,3.637654,3.2673252,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
209,3.934866,3.7736328,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
210,2.1783247,2.307425,salmones/labels/train/41_png_jpg.rf.30e98c4ef5ce5dfbfed2370a6b4cc01c.txt
211,5.009447,2.6591487,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
212,13.075788,4.7761235,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
213,2.8128774,2.0130494,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
214,3.4859293,3.0467048,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
215,9.595067,4.349129,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
216,4.293103,3.504415,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
217,2.4816337,2.3309727,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
218,2.1487103,3.0167372,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
219,1.5242196,1.6237859,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
220,5.658249,3.6665258,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
221,2.6411576,2.0410926,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
222,10.724826,3.935828,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
223,15.797775,7.5535173,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
224,9.092337,7.766002,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
225,10.181441,6.032607,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
226,16.341997,28.376965,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
227,4.076585,5.1612935,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
228,4.6071043,4.401037,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
229,8.5005665,7.9617486,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
230,9.107568,22.45039,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
231,21.868298,18.28481,salmones/labels/train/Oct4_44_png.rf.c68b67fd1cd11bbf70140971d14a0c62.txt
232,25.008677,33.045364,salmones/labels/train/Oct15_63_png.rf.45fd8425e9e954b4581d22e0f1aad6cf.txt
233,6.5450883,3.6185553,salmones/labels/train/Oct15_63_png.rf.45fd8425e9e954b4581d22e0f1aad6cf.txt
234,4.777488,3.3898628,salmones/labels/train/2383_png_jpg.rf.703c62324d6e0a22c3d7a5df76823989.txt
235,8.787356,3.662524,salmones/labels/train/2383_png_jpg.rf.703c62324d6e0a22c3d7a5df76823989.txt
236,11.678168,4.6125593,salmones/labels/train/2383_png_jpg.rf.703c62324d6e0a22c3d7a5df76823989.txt
237,12.137474,5.195232,salmones/labels/train/2383_png_jpg.rf.703c62324d6e0a22c3d7a5df76823989.txt
238,5.0665317,4.4690475,salmones/labels/train/2383_png_jpg.rf.703c62324d6e0a22c3d7a5df76823989.txt
239,5.019779,6.3485794,salmones/labels/train/2383_png_jpg.rf.703c62324d6e0a22c3d7a5df76823989.txt
240,4.247086,6.456135,salmones/labels/train/2383_png_jpg.rf.703c62324d6e0a22c3d7a5df76823989.txt
241,9.478643,5.354462,salmones/labels/train/labeled-25_png.rf.fb74306307680374d75e1f9eb9341fc5.txt
242,2.6886334,1.83753,salmones/labels/train/labeled-25_png.rf.fb74306307680374d75e1f9eb9341fc5.txt
243,4.1649294,2.1943524,salmones/labels/train/labeled-25_png.rf.fb74306307680374d75e1f9eb9341fc5.txt
